...1,url,title,textualRating,languageCode,publisher.name,publisher.site,reviewDate,text,claimant,claimDate,claimant_party,reason
16403,http://www.factcheck.org/2016/05/ig-report-on-clintons-emails/,IG Report on Clinton's Emails,IG Says 'False',en,FactCheck.org,factcheck.org,2016-05-27T18:28:50Z,Well; as I have said many times ... I was absolutely permitted' to use a private email system.,Hillary Clinton,2016-05-08T00:00:00Z,Democratic,NA
17783,http://www.factcheck.org/2016/06/time-to-retire-gop-talking-point/,Time to Retire GOP Talking Point,FALSE,en,FactCheck.org,factcheck.org,2016-06-02T21:50:23Z,The average person is about $3;000 or $4;000 a year worse off today than when President Obama came to office.',Mitch McConnell; R-Kentucky,2016-05-31T00:00:00Z,Republican,NA
16166,http://www.factcheck.org/2016/06/partisan-spin-on-clintons-emails/,Partisan Spin on Clinton's Emails,No Evidence to Date,en,FactCheck.org,factcheck.org,2016-06-03T16:01:47Z,You have to assume that our enemies and our adversaries had access to every email that ever went over [Hillary Clinton's] private server.',Sen. Ron Johnson; R-Wisconsin,2016-05-29T00:00:00Z,Republican,NA
17327,http://www.factcheck.org/2016/06/partisan-spin-on-clintons-emails/,Partisan Spin on Clinton's Emails,Twists the Facts,en,FactCheck.org,factcheck.org,2016-06-03T16:12:19Z,Says former Secretary of State Colin Powell 'did not respond … to the IG' when asked 'to provide whatever emails he retained or to work with the private provider of those emails to provide them.',Rep. Adam Schiff; D-Calif.,2016-05-29T00:00:00Z,Democratic,NA
17496,http://www.factcheck.org/2016/06/obama-oversells-u-s-economy/,Obama Oversells US Economy,Spinning the Facts,en,FactCheck.org,factcheck.org,2016-06-03T21:22:58Z,America’s economy is ... the strongest; most durable economy in the world.',Barack Obama,2016-06-01T00:00:00Z,Democratic,NA
17652,http://www.factcheck.org/2016/06/obama-oversells-u-s-economy/,Obama Oversells US Economy,Spinning the Facts,en,FactCheck.org,factcheck.org,2016-06-03T21:31:13Z,We’ve seen the first sustained manufacturing growth since the 1990s.',Barack Obama,2016-06-01T00:00:00Z,Democratic,NA
16004,http://www.factcheck.org/2016/06/obama-oversells-u-s-economy/,Obama Oversells US Economy,Spinning the Facts,en,FactCheck.org,factcheck.org,2016-06-03T21:36:32Z,Says family health insurance premiums are '$2;600 less' on average than they would have been 'if premiums had kept on going up at the pace before Obamacare.',Barack Obama,2016-06-01T00:00:00Z,Democratic,NA
16831,http://www.factcheck.org/2016/06/sanders-shaky-turnout-claim/,Sanders' Shaky Turnout Claim,No Clear Pattern,en,FactCheck.org,factcheck.org,2016-06-06T14:25:00Z,Claims that 'Democrats win when the voter turnout is high' and 'Republicans win when the voter turnout is low.',Bernie Sanders,2016-05-29T00:00:00Z,Democratic,NA
18035,http://www.factcheck.org/2016/06/opposition-overreach-in-virginia/,Opposition Overreach in Virginia,Distorts the Facts,en,FactCheck.org,factcheck.org,2016-06-09T22:20:41Z,Says his GOP primary opponent; Scott Taylor; 'violated federal election law 19 times.',Randy Forbes; R-Va.,2016-06-09T00:00:00Z,Republican,NA
17214,http://www.factcheck.org/2016/06/pageants-and-foreign-policy/,Pageants and Foreign Policy,False: Distorts Facts,en,FactCheck.org,factcheck.org,2016-06-10T13:20:28Z,He was asked about his foreign-policy experience. He said; 'Well; he had taken the Miss Universe contest to Moscow.'',Hillary Clinton,2016-06-06T00:00:00Z,Democratic,NA
17612,http://www.factcheck.org/2012/09/renewable-energy-doubled-not-quite/,Renewable Energy 'Doubled'?,FALSE,en,FactCheck.org,factcheck.org,2016-06-10T17:29:46Z,Says the United States has 'doubled our use of renewable energy.',Barack Obama,2012-09-06T00:00:00Z,Democratic,NA
17936,http://www.factcheck.org/2016/06/not-just-the-no-fly-list/,Not Just the No-Fly List,Spins the Facts,en,FactCheck.org,factcheck.org,2016-06-14T22:26:46Z,Says Republicans rejected a Democratic measure to 'block suspected terrorists from buying guns who are on the no-fly list.',Hillary Clinton,2016-06-13T00:00:00Z,Democratic,NA
16887,http://www.factcheck.org/2016/06/suspected-terrorists-and-guns/,Suspected Terrorists and Guns,Spins the Facts,en,FactCheck.org,factcheck.org,2016-06-21T13:40:10Z,Says known or suspected terrorists 'cannot just walk in and buy a firearm' at a gun store.,James Lankford,2016-06-16T00:00:00Z,Republican,NA
17180,http://www.factcheck.org/2016/06/suspected-terrorists-and-guns/,Suspected Terrorists and Guns,FALSE,en,FactCheck.org,factcheck.org,2016-06-21T13:55:21Z,Says Department of Justice does not disclose how many Americans are on terrorist watch lists.,Loretta Lynch,2016-06-19T00:00:00Z,Democratic,wp
16287,http://www.factcheck.org/2016/06/sanders-wrong-on-homeless/,Sanders Wrong on Homeless,FALSE,en,FactCheck.org,factcheck.org,2016-06-22T16:44:13Z,Says 'homelessness is increasing.',Bernie Sanders,2016-06-16T00:00:00Z,Democratic,NA
17388,http://www.factcheck.org/2016/06/clintons-equal-pay-claim/,Clinton's Equal Pay Claim,Spins the Facts,en,FactCheck.org,factcheck.org,2016-06-23T22:43:43Z,Claims that Donald Trump said 'women will start making equal pay as soon as we do as good a job as men.',Hillary Clinton,2016-06-21T00:00:00Z,Democratic,NA
16200,http://www.factcheck.org/2016/07/distorting-the-asthma-ozone-link/,Distorting the Asthma-Ozone Link,FALSE,en,FactCheck.org,factcheck.org,2016-07-07T14:54:24Z,Says there are 'thousands of studies' that refute the EPA's conclusion that ground-level ozone; a component of smog; exacerbates asthma attacks.,Ralph Abraham,2016-06-22T00:00:00Z,Republican,NA
2504,http://www.factcheck.org/2016/07/obama-on-access-to-guns/,Obama on Access to Guns,Unsupported,en,FactCheck.org,factcheck.org,2016-07-15T20:19:00Z,We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.',Barack Obama,2016-07-12T00:00:00Z,Democratic,NA
16156,http://www.factcheck.org/2016/07/trump-surrogates-deny-plagiarism/,Trump Surrogates Deny Plagiarism,Spins the Facts,en,FactCheck.org,factcheck.org,2016-07-19T18:28:53Z,There’s no cribbing of Michelle Obama’s speech.',Paul Manafort,2016-07-19T00:00:00Z,Republican,NA
16457,http://www.factcheck.org/2016/07/pence-on-employment-record/,Pence on Employment Record,Spins the Facts,en,FactCheck.org,factcheck.org,2016-07-22T20:38:58Z,There’s more Hoosiers going to work than ever before.',Mike Pence,2016-07-19T00:00:00Z,Republican,NA
16108,http://www.factcheck.org/2016/07/clinton-pence-mislead-on-indiana-education/,Clinton; Pence Mislead on Indiana Education,FALSE,en,FactCheck.org,factcheck.org,2016-07-25T23:59:49Z,Mike Pence slashed education funding in Indiana.',Hillary Clinton,2016-07-23T00:00:00Z,Democratic,NA
17780,http://www.factcheck.org/2016/07/clinton-pence-mislead-on-indiana-education/,Clinton; Pence Mislead on Indiana Education,Misleading,en,FactCheck.org,factcheck.org,2016-07-26T00:07:33Z,Says he made 'record investments in education.',Mike Pence,2016-07-20T00:00:00Z,Republican,NA
17075,http://www.factcheck.org/2016/07/trumps-press-conference/,Trump's Press Conference,FALSE,en,FactCheck.org,factcheck.org,2016-07-28T20:49:12Z,Says Donald Trump 'wants to carpet-bomb the enemy in the Middle East.',Joe Biden,2016-07-27T00:00:00Z,Democratic,NA
16433,http://www.factcheck.org/2016/08/clintons-email-falsehood/,Clinton's Email Falsehood,FALSE,en,FactCheck.org,factcheck.org,2016-08-01T22:26:19Z,Claims that FBI Director James Comey found her public statements about not sending or receiving classified email to be 'truthful.',Hillary Clinton,2016-07-31T00:00:00Z,Democratic,NA
16584,http://www.factcheck.org/2016/08/spinning-clintons-emails-again/,Spinning Clinton's Emails (Again),Spins the Facts,en,FactCheck.org,factcheck.org,2016-08-09T19:46:32Z,FBI Director James Comey said that Hillary Clinton 'had no knowledge of some of those so-called classified e-mails because they were either not marked or they were not classified at the time or they were incorrectly marked.',Rep. Xavier Becerra,2016-08-07T00:00:00Z,Democratic,NA
17450,http://www.factcheck.org/2016/08/clintons-trumped-up-zika-claim/,Clinton's Trumped Up Zika Claim,FALSE,en,FactCheck.org,factcheck.org,2016-08-11T20:58:16Z,Claims 'my opponent in this race; his campaign officials' have called Zika 'an insignificant issue.',Hillary Clinton,2016-08-09T00:00:00Z,Democratic,NA
16406,http://www.factcheck.org/2016/08/clintons-economic-speech/,Clinton's Economic Speech,Spins the Facts,en,FactCheck.org,factcheck.org,2016-08-12T13:34:52Z,Claims her economic plan 'would create more than 10 million new jobs.',Hillary Clinton,2016-08-11T00:00:00Z,Democratic,NA
17905,http://www.factcheck.org/2016/08/clintons-economic-speech/,Clinton's Economic Speech,Distorts The Facts,en,FactCheck.org,factcheck.org,2016-08-12T13:52:00Z,Claims Donald Trump’s plan for a child care tax deduction benefits 'rich people like him' while 'hard-working families' would get 'little to nothing.',Hillary Clinton,2016-08-11T00:00:00Z,Democratic,NA
16961,http://www.factcheck.org/2016/08/clintons-economic-speech/,Clinton's Economic Speech,Unsupported,en,FactCheck.org,factcheck.org,2016-08-12T14:10:52Z,Claims the U.S. has the 'most … productive workforce in the world; bar none.',Hillary Clinton,2016-08-11T00:00:00Z,Democratic,NA
17402,http://www.factcheck.org/2016/08/clintons-economic-speech/,Clinton's Economic Speech,Spins the Facts,en,FactCheck.org,factcheck.org,2016-08-12T14:26:19Z,We already have millions of people working in the economy and paying $12 billion a year to Social Security even though they are undocumented.',Hillary Clinton,2016-08-11T00:00:00Z,Democratic,NA
17870,http://www.factcheck.org/2016/08/manafort-off-base-on-terrorist-claim/,Manafort Off Base on Terrorist Claim,FALSE,en,FactCheck.org,factcheck.org,2016-08-16T20:48:22Z,Claims 'the NATO base in Turkey' came 'under attack by terrorists' last week.,Paul Manafort,2016-08-14T00:00:00Z,Republican,NA
18054,http://www.factcheck.org/2016/08/clinton-plays-partisan-game/,Clinton Plays Partisan Game,FALSE,en,FactCheck.org,factcheck.org,2016-08-17T23:04:27Z,Claims Mark Zandi; the chief economist at Moody’s Analytics; is 'not a Democrat.',Hillary Clinton,2016-08-08T00:00:00Z,Democratic,NA
17293,http://www.factcheck.org/2016/08/record-college-enrollment-rates/,FactCheck.org 'Record' College Enrollment Rates?,Spins the Facts,en,FactCheck.org,factcheck.org,2016-08-19T21:42:32Z,Credits his administration for what he said are 'record … college enrollment rates.',Barack Obama,2016-08-15T00:00:00Z,Democratic,NA
17181,http://www.factcheck.org/2016/08/clinton-campaigns-kremlin-deception/,Clinton Campaign's 'Kremlin' Deception,FALSE,en,FactCheck.org,factcheck.org,2016-08-23T18:20:58Z,Claims retired Lt. Gen. Michael Flynn; a Donald Trump supporter; is 'on the payroll' of RT; a Russian government-funded TV station.,Robby Mook,2016-08-21T00:00:00Z,Democratic,NA
17465,http://www.factcheck.org/2016/08/boustanys-flawed-isis-oil-claims/,Boustany's Flawed ISIS; Oil Claims,FALSE,en,FactCheck.org,factcheck.org,2016-08-26T16:37:11Z,Barack Obama and Hillary Clinton refuse to declare war on ISIS.',Charles Boustany,2016-08-23T00:00:00Z,Republican,NA
17573,http://www.factcheck.org/2016/08/john-mccains-life-expectancy/,John McCain's Life Expectancy,Distorts The Facts,en,FactCheck.org,factcheck.org,2016-08-29T21:58:01Z,Suggests John McCain is too old to fulfill another six-year Senate term; saying 'the life expectancy of the American male is not 86. It's less.',Kelli Ward,2016-08-25T00:00:00Z,Republican,NA
17442,http://www.factcheck.org/2016/08/factchecking-trump-on-immigration/,FactChecking Trump on Immigration,FALSE,en,FactCheck.org,factcheck.org,2016-08-31T15:19:17Z,Claims 'everybody … whether you’ve been a criminal or not' would become 'American citizens' under Hillary Clinton’s immigration plan.,Chris Christie,2016-08-28T00:00:00Z,Republican,NA
16273,http://www.factcheck.org/2016/04/clinton-overstates-nuclear-achievement/,Clinton Overstates Nuclear Achievement,Exagerated,en,FactCheck.org,factcheck.org,2016-09-02T20:13:44Z,Claims she was responsible for 'securing a massive reduction in nuclear weapons.',Hillary Clinton,2016-04-26T00:00:00Z,Democratic,NA
17707,http://www.factcheck.org/2016/09/factchecking-the-nbc-forum/,FactChecking the NBC Forum,FALSE,en,FactCheck.org,factcheck.org,2016-09-08T15:44:15Z,Says Donald Trump supports privatizing the Veterans Health Administration.,Hillary Clinton,2016-09-07T00:00:00Z,Democratic,NA
15921,http://www.factcheck.org/2016/09/factchecking-the-nbc-forum/,FactChecking the NBC Forum,No Evidence,en,FactCheck.org,factcheck.org,2016-09-08T16:23:22Z,Claims Donald Trump 'is on record as supporting [the Iraq war] after it happened.',Hillary Clinton,2016-09-07T00:00:00Z,Democratic,NA
17396,http://www.factcheck.org/2016/09/obamas-war-stance-revisited/,Obama's War Stance; Revisited,FALSE,en,FactCheck.org,factcheck.org,2016-09-09T22:32:42Z,Says 'everybody just took [then Senator Barack Obama] at his word' in 2008 when he said he would have voted against invading Iraq.,Kellyanne Conway,2016-09-09T00:00:00Z,Republican,NA
17579,http://www.factcheck.org/2016/09/kaine-twists-words-of-gop-rivals/,Kaine Twists Words of GOP Rivals,Cherry Picks,en,FactCheck.org,factcheck.org,2016-09-17T22:01:19Z,Claims Donald Trump was 'dissing 2 million young men and women' soldiers when he called the U.S. military 'a disaster.',Tim Kaine,2016-09-13T00:00:00Z,Democratic,NA
17169,http://www.factcheck.org/2016/09/kaine-twists-words-of-gop-rivals/,Kaine Twists Words of GOP Rivals,Not the Whole Story,en,FactCheck.org,factcheck.org,2016-09-17T22:05:09Z,Quoted Mike Pence as saying; 'I don’t want to get into the name-calling business;' when asked if David Duke is 'deplorable.',Tim Kaine,2016-09-13T00:00:00Z,Democratic,NA
16731,http://www.factcheck.org/2016/09/does-zika-cause-blindness/,Does Zika Cause Blindness?,FALSE,en,FactCheck.org,factcheck.org,2016-09-20T18:40:47Z,Claims Zika 'affects everyone' — not just pregnant women and their babies — because recent research found that it 'causes people to go blind.',Harry Reid,2016-09-07T00:00:00Z,Democratic,NA
17346,http://www.factcheck.org/2016/09/pences-obsolete-poverty-point/,Pence's Obsolete Poverty Point,FALSE,en,FactCheck.org,factcheck.org,2016-09-21T14:25:56Z,Today there are more than 7 million Americans more living in poverty than the day that Barack Obama became president of the United States.',Mike Pence,2016-09-19T00:00:00Z,Republican,NA
15992,http://www.factcheck.org/2016/10/spinning-trumps-taxes/,Spinning Trump's Taxes,Spins the Facts,en,FactCheck.org,factcheck.org,2016-10-04T11:45:28Z,Claims claimed that Donald Trump would have violated his 'fiduciary obligation' to his company and 'could have been sued by his investors' if he overpaid personal income taxes.,Rudy Giuliani,2016-10-02T00:00:00Z,Republican,NA
17315,http://www.factcheck.org/2016/10/spinning-trumps-taxes/,Spinning Trump's Taxes,FALSE,en,FactCheck.org,factcheck.org,2016-10-04T11:54:20Z,Claims Donald Trump 'already promised in his tax plan to change many of these special interest loopholes and get rid of them so you don’t have this kind of situation.',Chris Christie,2016-10-02T00:00:00Z,Republican,NA
16704,http://www.factcheck.org/2016/10/spinning-trumps-taxes/,Spinning Trump's Taxes,FALSE,en,FactCheck.org,factcheck.org,2016-10-04T12:18:40Z,The New York Times does not have any information in that story that says Mr. Trump did not pay taxes.',Chris Christie,2016-10-02T00:00:00Z,Republican,NA
16180,http://www.factcheck.org/2016/10/spinning-trumps-taxes/,Spinning Trump's Taxes,FALSE,en,FactCheck.org,factcheck.org,2016-10-04T12:31:22Z,Claims that it took 'about 26 paragraphs' for the New York Times to say that what Donald Trump did in taking a $916 million loss on his 1995 tax returns was 'perfectly legal.',Rudy Giuliani,2016-10-02T00:00:00Z,Republican,NA
17068,http://www.factcheck.org/2016/10/fired-over-va-wait-times/,Fired Over VA Wait Times,FALSE,en,FactCheck.org,factcheck.org,2016-10-13T17:44:17Z,Suggested that his administration 'fired a whole bunch of people who were in charge of some of these facilities' involved in the VA wait-times scandal.,Barack Obama,2016-09-28T00:00:00Z,Democratic,NA
17823,http://www.factcheck.org/2016/10/groundhog-friday-14/,Groundhog Friday,Out of Context,en,FactCheck.org,factcheck.org,2016-10-14T19:24:36Z,Says Donald Trump 'actually stood on a debate stage during the Republican primaries and said; 'Wages in America are too high.'',Hillary Clinton,2016-10-10T00:00:00Z,Democratic,NA
16801,http://www.factcheck.org/2016/10/clintons-auto-bailout-falsehood/,Clinton's Auto Bailout Falsehood,FALSE,en,FactCheck.org,factcheck.org,2016-10-14T22:31:07Z,[B]ack in the Great Recession when millions of jobs across America hung in the balance; Donald Trump said rescuing the auto industry didn’t really matter very much.',Hillary Clinton,2016-10-10T00:00:00Z,Democratic,NA
16940,http://www.factcheck.org/2016/10/pences-unsupported-haiti-claim/,Pence's Unsupported Haiti Claim,Unsupported,en,FactCheck.org,factcheck.org,2016-10-19T12:59:50Z,Claimed that ABC News learned through a freedom of information request that the State Department under Hillary Clinton 'directed contracts for the Haitian recovery effort … to friends of the Clintons.',Mike Pence,2016-10-17T00:00:00Z,Republican,NA
15950,http://www.factcheck.org/2016/10/clintons-misleading-debt-claims/,Clinton's Misleading Debt Claims,Misleading,en,FactCheck.org,factcheck.org,2016-10-20T20:43:11Z,Claims her proposals would 'not add a penny to the debt;' while Donald Trump's tax cuts 'add $20 trillion.',Hillary Clinton,2016-10-19T00:00:00Z,Democratic,NA
17940,http://www.factcheck.org/2016/11/pences-stance-on-climate-change/,Pence's Stance on Climate Change,Outdated Evidence,en,FactCheck.org,factcheck.org,2016-11-04T22:03:46Z,Claims Mike Pence; the Republican vice presidential nominee; 'says ‘climate change is a myth.'',Tim Kaine,2016-11-02T00:00:00Z,Democratic,NA
16261,http://www.factcheck.org/2016/11/giuliani-on-prosecuting-hillary-clinton/,Giuliani on Prosecuting Hillary Clinton,FALSE,en,FactCheck.org,factcheck.org,2016-11-12T17:09:57Z,Claimed that TV personality and cookbook author Martha Stewart was prosecuted 'for one count of lying to the FBI.',Rudy Giuliani,2016-11-10T00:00:00Z,Republican,NA
17524,http://www.factcheck.org/2016/11/broke-and-because-of-aca/,'Broke' and Because of ACA?,FALSE,en,FactCheck.org,factcheck.org,2016-11-17T21:47:17Z,Claims that 'because of Obamacare; Medicare is going broke.',Rep. Paul Ryan,2016-11-10T00:00:00Z,Republican,NA
17165,http://www.factcheck.org/2016/12/warrens-hollow-senate-election-claim/,Warren's Hollow Senate Election Claim,Misleading,en,FactCheck.org,factcheck.org,2016-12-01T22:50:21Z,The majority of voters supported Democratic Senate candidates over Republican ones.',Elizabeth Warren,2016-11-28T00:00:00Z,Democratic,NA
16507,http://www.factcheck.org/2016/12/more-false-claims-about-fracking/,More False Claims About Fracking,Unsupported,en,FactCheck.org,factcheck.org,2016-12-02T22:26:34Z,Claims a study of water-supply wells in Pavillion 'confirms what we’ve known all along: hydraulic fracturing has not impacted drinking water resources.',Jim Inhofe,2016-11-10T00:00:00Z,Republican,NA
15940,http://www.factcheck.org/2016/12/groundhog-friday-17/,Groundhog Friday,Cherry Picks,en,FactCheck.org,factcheck.org,2016-12-23T16:32:14Z,We've ... doubled production of renewable energy.',Barack Obama,2016-12-16T00:00:00Z,Democratic,NA
16050,http://www.factcheck.org/2016/12/groundhog-friday-17/,Groundhog Friday,Spins the Facts,en,FactCheck.org,factcheck.org,2016-12-23T16:33:41Z,And we’ve done all this while cutting our deficits by nearly two-thirds.',Barack Obama,2016-12-16T00:00:00Z,Democratic,NA
17116,http://www.factcheck.org/2017/01/pelosi-stretches-aca-claims/,Pelosi Stretches ACA Claims,Exagerated,en,FactCheck.org,factcheck.org,2017-01-06T18:27:17Z,Says '75 percent of the American people … get their health benefits through their workplace.',Nancy Pelosi,2017-01-02T00:00:00Z,Democratic,NA
17570,http://www.factcheck.org/2017/01/lewis-skipped-bushs-inauguration-too/,Next StoryLewis Skipped Bush's Inauguration; Too,FALSE,en,FactCheck.org,factcheck.org,2017-01-17T19:39:35Z,Donald Trump's inauguration 'will be the first one that I miss since I’ve been in the Congress.',Rep. John Lewis,2017-01-14T00:00:00Z,Democratic,NA
17384,http://www.factcheck.org/2017/01/obama-and-russias-nuclear-stockpile/,Obama and Russia's Nuclear Stockpile,FALSE,en,FactCheck.org,factcheck.org,2017-01-19T19:44:33Z,In my first term we negotiated the START II Treaty and that has substantially reduced our nuclear stockpiles; both Russia and the United States.',Barack Obama,2017-01-18T00:00:00Z,Democratic,NA
17087,http://www.factcheck.org/2017/02/pelosis-false-wall-street-denial/,Pelosi's False 'Wall Street' Denial,FALSE,en,FactCheck.org,factcheck.org,2017-02-02T20:32:10Z,No; we [Democrats] don't get much support from Wall Street.',Nancy Pelosi,2017-01-31T00:00:00Z,Democratic,NA
17712,http://www.factcheck.org/2017/02/groundhog-day/,Groundhog Day,FALSE,en,FactCheck.org,factcheck.org,2017-02-03T00:00:01Z,Claims 'millions of Americans ... lost jobs;' have 'been forced into part-time work;' and 'lost their health care' because of the Affordable Care Act.,Sen. Ted Cruz,2017-01-31T00:00:00Z,Republican,NA
16935,http://www.factcheck.org/2017/02/groundhog-day/,Groundhog Day,Distorts The Facts,en,FactCheck.org,factcheck.org,2017-02-03T00:14:06Z,James Comey; who I would note President Obama appointed; told Congress he couldn’t vet those refugees to make sure that they weren’t terrorists.',Sen. Ted Cruz,2017-01-31T00:00:00Z,Republican,NA
16689,http://www.factcheck.org/2017/02/cruzs-obamacare-whopper/,Cruz's Obamacare Whopper,Unsupported,en,FactCheck.org,factcheck.org,2017-02-10T23:08:54Z,Obamacare is discouraging people from going to medical school and training to be doctors.',Sen. Ted Cruz,2017-02-07T00:00:00Z,Republican,NA
17583,http://www.factcheck.org/2017/02/terrorism-and-trumps-travel-ban/,Terrorism and Trump's Travel Ban,Exagerated,en,FactCheck.org,factcheck.org,2017-02-26T15:20:19Z,Claimed that 72 people from the seven countries covered by President Donald Trump’s 90-day travel ban 'have been implicated in terroristic activity in the United States' since the 9/11 attacks.,Stephen Miller,2017-02-12T00:00:00Z,Republican,NA
17415,http://www.factcheck.org/2017/03/mccaskills-russian-flub/,McCaskill's Russian Flub,FALSE,en,FactCheck.org,factcheck.org,2017-03-03T00:26:36Z,I've been on the Armed Services Com for 10 years. No call or meeting w/Russian ambassador. Ever.',Claire McCaskill,2017-03-02T00:00:00Z,Democratic,NA
16373,http://www.factcheck.org/2017/03/examining-trumps-wiretap-claim/,Examining Trump's Wiretap Claim,FALSE,en,FactCheck.org,factcheck.org,2017-03-06T16:46:13Z,Everybody acts like President Trump is the one that came up with this idea and just threw it out there. There are multiple news outlets that have reported this.',Sarah Huckabee Sanders,2017-03-05T00:00:00Z,Republican,NA
17925,http://www.factcheck.org/2017/03/spicer-digs-hole-deeper-on-gitmo/,Spicer Digs Hole Deeper on Gitmo,FALSE,en,FactCheck.org,factcheck.org,2017-03-09T23:47:49Z,Claimed 'most' of Guantanamo Bay detainees released by the Bush administration were done under 'court ordered.',Sean Spicer,2017-03-08T00:00:00Z,Republican,NA
16502,http://www.factcheck.org/2017/03/pruitt-on-climate-change-again/,Pruitt on Climate Change; Again,Science Says He's Wrong,en,FactCheck.org,factcheck.org,2017-03-10T00:02:45Z,Says human activity; or carbon dioxide emissions; is not the 'primary contributor' to global warming.,Scott Pruitt,2017-03-09T00:00:00Z,Republican,NA
16006,http://www.factcheck.org/2017/03/maxine-waters-on-alleged-sex-actions/,Maxine Waters on Alleged 'Sex Actions',Unsupported,en,FactCheck.org,factcheck.org,2017-03-10T18:19:31Z,Claimed allegations of 'sex actions' made against President Donald Trump in a dossier on alleged ties between Trump and Russia are 'absolutely true.',Maxine Waters,2017-03-09T00:00:00Z,Democratic,NA
16041,http://www.factcheck.org/2017/03/no-evidence-jobs-data-was-manipulated/,No Evidence Jobs Data Was 'Manipulated',No Evidence,en,FactCheck.org,factcheck.org,2017-03-14T15:50:01Z,We’ve thought for a long time; I did; that the Obama administration was manipulating the numbers in terms of the number of people in the work force to make the unemployment rate; that percentage rate; look smaller than it actually was.',Mick Mulvaney,2017-03-12T00:00:00Z,Republican,NA
16255,http://www.factcheck.org/2017/03/employer-premiums-and-the-aca/,Employer Premiums and the ACA,Spins the Facts,en,FactCheck.org,factcheck.org,2017-03-14T20:57:24Z,Claimed that 'because of Obamacare; premiums on everybody have gone up … whether you’re in an employer-based system or not.',Sean Spicer,2017-03-08T00:00:00Z,Republican,NA
